Elapsed,vanilla,akismet,cf7,ai1seo,yoastseo,jetpack,sitemaps,nextgen,importer,woocommerce,wordfence,analytics,ssuper,csuper
1.6,0.56426332288401,0.2510985561833,0.31367628607277,0.31367628607277,0.25188916876574,0.31367628607277,0.37783375314861,0.69269521410579,0.25173064820642,0.25220680958386,0.25188916876574,0.31269543464665,0.8313539192399,0.5249343832021
1.7,0.37617554858934,0.062774639045825,0.12547051442911,0.062735257214555,0.062972292191436,0.25094102885822,0.18891687657431,0.50377833753149,0.18879798615481,0.50441361916772,0.37783375314861,0.062539086929331,0.7125890736342,0.45931758530184
1.8,0.18808777429467,0.18832391713748,0.37641154328733,0.25094102885822,0.18891687657431,0.25094102885822,0.062972292191436,0.37783375314861,0.25173064820642,0.063051702395965,0.18891687657431,0.18761726078799,0.2375296912114,0.13123359580052
1.9,0.12539184952978,0.18832391713748,0.062735257214555,0.12547051442911,0.18891687657431,0.18820577164366,0.12594458438287,0.31486146095718,0.25173064820642,0.18915510718789,0.25188916876574,0.18761726078799,0,0.065616797900262
2.0,0.37617554858934,0.31387319522913,0.18820577164366,0.43914680050188,0.18891687657431,0.18820577164366,0.25188916876574,0.44080604534005,0.31466331025802,0.063051702395965,0.12594458438287,0.31269543464665,0.1187648456057,0.065616797900262
2.1,0.43887147335423,0.37664783427495,0.37641154328733,0.31367628607277,0.12594458438287,0.37641154328733,0.31486146095718,0.37783375314861,0.31466331025802,0.31525851197982,0.31486146095718,0.18761726078799,0.2375296912114,0
2.2,0.18808777429467,0.12554927809165,0.12547051442911,0.18820577164366,0.37783375314861,0.18820577164366,0.18891687657431,0.44080604534005,0.25173064820642,0.25220680958386,0.25188916876574,0.25015634771732,0.3562945368171,0.19685039370079
2.3,0.37617554858934,0.12554927809165,0.18820577164366,0.18820577164366,0.25188916876574,0.12547051442911,0.12594458438287,0.44080604534005,0.37759597230963,0.12610340479193,0.062972292191436,0.25015634771732,0.1187648456057,0.065616797900262
2.4,0.25078369905956,0.18832391713748,0.25094102885822,0.18820577164366,0.12594458438287,0.25094102885822,0.18891687657431,0.31486146095718,0.44052863436123,0.25220680958386,0.37783375314861,0.43777360850532,0.1187648456057,0.13123359580052
2.5,0.18808777429467,0.37664783427495,0.18820577164366,0.12547051442911,0.12594458438287,0.18820577164366,0.37783375314861,0.18891687657431,0.25173064820642,0.31525851197982,0.25188916876574,0.18761726078799,0.3562945368171,0.13123359580052
2.6+,1.4420062695925,1.3182674199623,1.0664993726474,0.94102885821832,1.448362720403,1.0037641154329,1.0705289672544,3.5264483627204,0.81812460667086,1.0718789407314,1.1335012594458,0.8130081300813,0.95011876484561,0.91863517060367
>>>,0.37617554858934,0.5021971123666,0.37641154328733,0.37641154328733,0.25188916876574,0.37641154328733,0.37783375314861,6.4861460957179,0.50346129641284,0.31525851197982,0.44080604534005,0.37523452157598,0,0
