Elapsed,vanilla,vanilla-34,vanilla-34-kd,vanilla-34-kd-2,vanilla-35-owc,vanilla-wp44
0.53,2.0062695924765,1.8382352941176,1.531862745098,2.0195838433293,3.3067973055726,3.2866707242848
0.54,2.0689655172414,2.6348039215686,2.6960784313725,2.5703794369645,3.2455603184323,2.4954351795496
0.55,1.9435736677116,3.8602941176471,4.5955882352941,3.0599755201958,3.2455603184323,2.2519780888618
0.56,3.1974921630094,5.3308823529412,4.2892156862745,2.9987760097919,2.0820575627679,1.5216068167985
0.57,1.8181818181818,3.0024509803922,2.6348039215686,2.937576499388,2.6944274341702,1.9476567255021
0.58,1.5047021943574,2.2058823529412,3.125,2.6927784577723,2.2657685241886,1.5216068167985
0.59,1.2539184952978,2.5735294117647,3.6151960784314,3.671970624235,1.9595835884874,1.6433353621424
0.60,1.4420062695925,3.8602941176471,3.6764705882353,2.4479804161567,2.0208205756277,0.7303712720633
0.61,1.3166144200627,3.4313725490196,2.2671568627451,3.1211750305998,1.7146356399265,0.7303712720633
0.62,1.5047021943574,3.0024509803922,3.7377450980392,2.8151774785802,1.1022657685242,0.66950699939136
0.63,0.94043887147335,2.5735294117647,3.0024509803922,2.9987760097919,1.1022657685242,0.48691418137553
0.64,1.0031347962382,2.5735294117647,3.125,2.7539779681763,0.85731781996326,0.42604990870359
0.65,0.37617554858934,2.8186274509804,2.5122549019608,2.9987760097919,0.61236987140233,0.7303712720633
0.66,0.94043887147335,1.8995098039216,1.8382352941176,2.5091799265606,0.85731781996326,0.36518563603165
0.67,0.68965517241379,2.2671568627451,2.0833333333333,1.6523867809058,0.85731781996326,0.36518563603165
0.68,0.87774294670846,2.1446078431373,1.8995098039216,1.8359853121175,0.48989589712186,0.36518563603165
0.69,0.6269592476489,2.0220588235294,1.9607843137255,1.8971848225214,0.3674219228414,0.60864272671942
0.70,1.2539184952978,1.6544117647059,1.7156862745098,1.5299877600979,0.61236987140233,0.36518563603165
0.71,0.75235109717868,1.4705882352941,1.9607843137255,1.7747858017136,0.24494794856093,0.30432136335971
0.72,0.94043887147335,1.2867647058824,0.8578431372549,1.6523867809058,0.85731781996326,0.30432136335971
0.73,0.94043887147335,1.1642156862745,1.1642156862745,0.79559363525092,0.73484384568279,1.2781497261108
0.74,1.0658307210031,0.91911764705882,0.98039215686275,1.2239902080783,0.48989589712186,1.2172854534388
0.75,0.75235109717868,0.61274509803922,0.61274509803922,1.2851897184823,0.97979179424372,0.97382836275107
0.76,0.75235109717868,0.61274509803922,0.36764705882353,0.79559363525092,0.48989589712186,0.36518563603165
0.77,0.68965517241379,0.42892156862745,0.73529411764706,1.0403916768666,0.97979179424372,0.7303712720633
0.78,0.50156739811912,0.49019607843137,1.0416666666667,0.734394124847,0.3674219228414,0.42604990870359
0.79,0.87774294670846,0.42892156862745,0.61274509803922,0.79559363525092,0.48989589712186,0.36518563603165
0.80,0.18808777429467,0.36764705882353,0.12254901960784,0.42839657282742,0.1837109614207,0.24345709068777
0.8,2.0689655172414,3.6764705882353,3.125,3.7331701346389,2.4494794856093,1.8867924528302
0.9,3.3855799373041,5.0245098039216,5.0245098039216,4.8959608323133,2.63319044703,2.7388922702374
1.0,2.7586206896552,3.0024509803922,4.1666666666667,4.1003671970624,3.4905082669933,2.6171637248935
1.1,2.257053291536,2.3897058823529,2.0220588235294,2.3867809057528,1.5309246785058,1.3998782714547
1.2,1.8181818181818,1.8382352941176,1.2867647058824,2.1419828641371,0.91855480710349,0.79123554473524
1.3,1.3166144200627,0.79656862745098,0.98039215686275,1.1015911872705,0.91855480710349,0.66950699939136
1.4,0.50156739811912,0.98039215686275,0.55147058823529,0.61199510403917,0.48989589712186,0.7303712720633
1.5,0.37617554858934,0.55147058823529,0.49019607843137,0.61199510403917,0.79608083282303,0.12172854534388
1.6,0.56426332288401,0.55147058823529,0.42892156862745,0.61199510403917,0.1837109614207,0.24345709068777
1.7,0.37617554858934,0.30637254901961,0.49019607843137,0.55079559363525,0.30618493570116,0.12172854534388
1.8,0.18808777429467,0.24509803921569,0.12254901960784,0.24479804161567,0.30618493570116,0.42604990870359
1.9,0.12539184952978,0.36764705882353,0.30637254901961,0.18359853121175,0.73484384568279,0.24345709068777
2.0,0.37617554858934,0.42892156862745,0.18382352941176,0.18359853121175,0.30618493570116,0.24345709068777
2.1,0.43887147335423,0.30637254901961,0.12254901960784,0.3671970624235,0.24494794856093,0.12172854534388
2.2,0.18808777429467,0.24509803921569,0.18382352941176,0.18359853121175,0.24494794856093,0.18259281801582
2.3,0.37617554858934,0.30637254901961,0.12254901960784,0.061199510403917,0,0.12172854534388
2.4,0.25078369905956,0,0.12254901960784,0.061199510403917,0.12247397428047,0
2.5,0.18808777429467,0.18382352941176,0.12254901960784,0.30599755201958,0.12247397428047,0.12172854534388
2.6,0.06269592476489,0.061274509803922,0,0,0.061236987140233,0
2.6+,1.3793103448276,0.61274509803922,0.36764705882353,0.48959608323133,0.30618493570116,0.42604990870359
