Elapsed,nofooter,gfw,yoastseo,genesistant
0.75,0.75282308657465,1.3758599124453,1.9521410579345,1.6149068322981
0.76,1.5056461731493,1.0006253908693,1.3853904282116,2.0496894409938
0.77,0.94102885821832,1.125703564728,1.448362720403,1.1801242236025
0.78,0.50188205771644,0.62539086929331,1.448362720403,1.6770186335404
0.79,0.6900878293601,0.8130081300813,1.6372795969773,1.8012422360248
0.80,0.18820577164366,0.31269543464665,0.75566750629723,0.55900621118012
0.8,3.8895859473024,5.0656660412758,5.9823677581864,8.3850931677019
0.9,4.077791718946,8.880550343965,10.453400503778,13.540372670807
1.0,2.9485570890841,5.3783614759225,8.2493702770781,10.683229813665
1.1,2.3839397741531,3.3771106941839,4.1561712846348,6.583850931677
1.2,1.3801756587202,2.5641025641026,3.0856423173804,5.3416149068323
1.3,1.693851944793,2.1888680425266,1.7632241813602,4.2857142857143
1.4,0.94102885821832,1.1882426516573,2.1410579345088,2.9192546583851
1.5,0.94102885821832,0.87554721701063,1.448362720403,1.8633540372671
1.6,0.37641154328733,1.0631644777986,1.3224181360202,1.2422360248447
1.7,0.18820577164366,0.37523452157598,0.56675062972292,2.0496894409938
1.8,0.25094102885822,0.37523452157598,0.44080604534005,0.99378881987578
1.9,0.31367628607277,0.25015634771732,0.12594458438287,0.6832298136646
2.0,0.12547051442911,0.25015634771732,0.25188916876574,0.43478260869565
2.1,0.18820577164366,0.12507817385866,0.18891687657431,0.43478260869565
2.2,0.25094102885822,0.18761726078799,0.44080604534005,0.062111801242236
2.3,0.062735257214555,0.31269543464665,0.25188916876574,0.37267080745342
2.4,0.18820577164366,0.12507817385866,0.12594458438287,0.24844720496894
2.5,0,0.062539086929331,0.18891687657431,0.43478260869565
2.6,0.12547051442911,0.18761726078799,0,0.062111801242236
2.6+,1.5056461731493,1.6885553470919,1.7002518891688,2.1739130434783
>>>,0.37641154328733,0.37523452157598,0.37783375314861,0.74534161490683
